,id,spectral_centroid_mean,spectral_centroid_dev,rolloff_point_mean,rolloff_point_dev,flux_mean,flux_dev,variability_mean,variability_dev,compactness_mean,compactness_dev,rms_mean,rms_dev,low_energy_window_mean,low_energy_window_dev,zero_crossing_mean,zero_crossing_dev,title,genre
638,TRBEBWG128F93214A4,6.256,8.594,0.03756,0.06744,0.003203,0.004684,0.004938,0.002272,1660.0,187.9,0.1787,0.07356,0.5454,0.07127,24.96,22.23,b'Outside',RnB
639,TRBEBEZ128E0792F08,8.312,6.093,0.05142,0.04562,0.001055,0.001313,0.004195,0.002061,1908.0,346.2,0.1606,0.07818,0.5342,0.08499,21.18,15.03,b'Let Him Fly',Pop_Rock
640,TRBEBWN128F933D21F,10.05,8.604,0.06919,0.06925,0.00636,0.00769,0.006364,0.003311,1593.0,193.5,0.2466,0.1153,0.533,0.06096,32.84,21.27,"b""It'll All Come Around (Album Version)""",Pop_Rock
641,TRBEBYV128F14A0B65,7.235,6.377,0.04229,0.05258,0.008427,0.00992,0.008778,0.004372,1664.0,245.7,0.3154,0.1247,0.4826,0.05254,23.95,18.25,b'Marrakech',Electronic
642,TRBEFJE128F932139E,9.628,13.56,0.06291,0.08782,0.0003296,0.0006487,0.001913,0.001803,1609.0,195.2,0.07366,0.06867,0.5574,0.09731,26.07,29.39,b'Sophie',Pop_Rock
643,TRBEFFA128F930F017,10.49,11.72,0.06969,0.1088,0.003105,0.005678,0.004994,0.002886,1566.0,189.0,0.1906,0.1016,0.5757,0.07085,36.02,29.37,b'No Volveras A Mi',Latin
644,TRBEFAS128F4262569,6.426,4.972,0.04342,0.04475,0.003928,0.003727,0.005785,0.002124,1669.0,216.8,0.219,0.06551,0.5148,0.05779,21.54,12.31,b'Superscout',Pop_Rock
645,TRBEFQB128F932138A,7.085,7.654,0.04502,0.06038,0.001999,0.002544,0.004309,0.001976,1604.0,176.8,0.1631,0.06707,0.51,0.05133,22.86,18.4,"b""Please Heart_ You're Killing Me""",Pop_Rock
646,TRBEQUV12903CBD17A,7.68,11.07,0.05168,0.08461,0.004089,0.007835,0.00473,0.003111,1649.0,287.4,0.1723,0.09687,0.607,0.04546,24.09,25.19,b'Say Something',Reggae
647,TRBEQNH12903CB087E,8.062,5.207,0.04903,0.04167,0.003084,0.004101,0.005758,0.002147,1673.0,251.5,0.2221,0.07333,0.574,0.05625,25.44,13.24,b'Passion_ Love & Pain (Feat. 25 Kids)',Pop_Rock
648,TRBEQZJ128F9300B50,8.713,7.181,0.05921,0.05354,0.002227,0.003132,0.004246,0.002616,1555.0,224.7,0.155,0.08231,0.5835,0.05182,24.87,16.18,b'N.Y. Electric / Hunter Interlude',Rap
649,TRBEQNB128F9327242,5.052,5.842,0.02641,0.05162,0.004776,0.008787,0.006027,0.0033,1605.0,200.2,0.2272,0.1133,0.5355,0.0412,18.12,16.71,b'Kinky Woman',Pop_Rock
650,TRBEZFS128F92E40DD,5.866,2.219,0.03475,0.01725,4.864e-05,8.796e-05,0.0007617,0.0006136,1760.0,269.7,0.02908,0.02308,0.5749,0.08068,13.73,5.562,b'Cuatro Veinte',Jazz
651,TRBEZYJ12903CAC89F,11.82,10.36,0.07854,0.08576,0.003322,0.003362,0.005253,0.002712,1578.0,183.4,0.2029,0.08967,0.5378,0.06236,38.55,25.5,b'Klaio Gia Sena (Niagaras)',Pop_Rock
652,TRBEZEM128F92F135A,10.08,5.36,0.08003,0.05712,0.003717,0.004808,0.004836,0.002201,1587.0,165.0,0.1873,0.07158,0.5998,0.03469,33.69,13.2,"b""Burn 'Em Down (LP Version)""",Pop_Rock
653,TRBEIAM12903CF4476,7.194,5.644,0.04823,0.05504,0.002927,0.004882,0.004162,0.00232,1606.0,194.2,0.158,0.07971,0.5754,0.05003,24.07,17.0,"b""Don't Take Your Love Away From Me (Album Version)""",Country
654,TRBEISX128F9322F51,12.85,8.567,0.09859,0.06643,0.007501,0.007039,0.007724,0.002796,1618.0,215.2,0.3002,0.08835,0.5267,0.05833,37.2,17.73,b'S*B*Y',Pop_Rock
655,TRBEIBI12903CC4C7B,9.092,4.308,0.05459,0.0355,0.0004178,0.0003513,0.002294,0.001017,1668.0,166.6,0.08853,0.03738,0.5383,0.0518,27.98,10.42,b'Losing True (Album Version)',Folk
656,TRBEISL128F931B107,9.394,7.579,0.06983,0.07255,0.00644,0.008474,0.006655,0.003306,1523.0,188.9,0.2513,0.1083,0.5685,0.05118,30.59,19.75,b'The Same Old Innocence',Pop_Rock
657,TRBEIKX12903CCAAE5,10.04,5.491,0.07913,0.04812,0.003715,0.003032,0.005827,0.001843,1656.0,219.3,0.2244,0.06083,0.5262,0.0482,30.21,12.79,b'the tales of King Solitude 1:3',Pop_Rock
658,TRBEIRT128F42A6680,10.28,5.492,0.0788,0.05122,0.0058,0.007248,0.006502,0.003082,1594.0,212.4,0.2517,0.1043,0.5978,0.06352,33.92,13.64,b'Teenage Queen (Album Version)',Pop_Rock
659,TRBEIBI12903CBD2B6,13.99,10.1,0.1015,0.1027,0.003628,0.00539,0.004828,0.002275,1601.0,178.1,0.1917,0.08295,0.5403,0.05979,48.61,25.77,b'Love Happens Just Like That (LP Version)',Country
660,TRBEIVC128F9320E95,5.662,8.648,0.03487,0.0694,0.002704,0.002598,0.00574,0.002303,1588.0,171.3,0.2196,0.0797,0.5214,0.05269,15.33,22.09,"b""It Doesn't Matter Where_ Just Drive""",Pop_Rock
661,TRBEATF128F9309E63,12.83,7.157,0.08069,0.04783,0.001536,0.001981,0.00342,0.001769,1665.0,284.1,0.136,0.06732,0.5407,0.08017,31.91,15.21,b'Afonsina y el mar',Latin
662,TRBEARH128F422A535,5.771,10.34,0.03677,0.07389,0.004006,0.005368,0.004628,0.003288,1595.0,303.8,0.1645,0.09966,0.4381,0.04834,18.48,25.24,b'Valium',Electronic
663,TRBEAWP128F422B4D1,8.106,6.264,0.04664,0.04736,0.001516,0.001804,0.005427,0.001985,1635.0,174.4,0.2072,0.07097,0.4849,0.05113,19.18,15.5,"b""Happy Mother's Day""",Pop_Rock
664,TRBEACH128EF341C45,6.401,7.273,0.04034,0.05686,0.002958,0.006172,0.00448,0.00326,1610.0,221.8,0.1656,0.1107,0.599,0.05932,19.74,19.21,b'So Not Over You (Motivo-Pop Lectro Mix)',Pop_Rock
665,TRBEAJB128F4214A06,8.741,8.114,0.06662,0.07309,0.003828,0.004636,0.005357,0.002454,1603.0,202.9,0.2002,0.07718,0.5757,0.06197,29.64,21.01,b'Show Me The Way',Pop_Rock
666,TRBEAMO128F425B75F,9.816,8.897,0.07277,0.08455,0.002161,0.004972,0.003831,0.002002,1718.0,239.2,0.1439,0.06772,0.5973,0.06631,33.94,23.95,b'Cruz',Pop_Rock
667,TRBEAXZ128F424347B,7.589,7.842,0.04902,0.06072,0.0103,0.01671,0.007221,0.004869,1568.0,213.0,0.2669,0.1576,0.6391,0.05688,23.57,19.68,b'Take a Ride',Rap
668,TRBENWE128F424AE09,6.201,3.179,0.03639,0.02612,0.0004052,0.0006377,0.002462,0.001612,1582.0,184.6,0.09405,0.0601,0.5449,0.07205,13.99,8.279,b'Bootleg Rum Dum Blues',Blues
669,TRBENTT128E0781C26,11.36,5.701,0.08928,0.03792,0.001728,0.001636,0.004048,0.001338,1658.0,203.8,0.1534,0.04485,0.5249,0.04855,33.23,12.13,"b""The Gold It's In The ... (1996 Digital Remaster)""",Pop_Rock
670,TRBENZL128F1455ECA,6.023,5.311,0.03816,0.04333,0.001166,0.001324,0.003648,0.001794,1686.0,261.9,0.1384,0.06335,0.5302,0.06875,17.11,14.22,b'Husbands And Wives',Country
671,TRBENCK128F4232BB2,9.312,9.734,0.06558,0.08461,0.002485,0.003027,0.005019,0.002461,1781.0,300.9,0.185,0.08657,0.487,0.06906,30.41,23.45,b'Gyere velem',Rap
672,TRBEPAA128F4263E2E,6.609,5.37,0.04132,0.04251,0.001805,0.002332,0.004109,0.001786,1697.0,209.3,0.1534,0.06116,0.5223,0.07356,19.78,14.12,b'Am I Losing You',Blues
673,TRBEPMK128F92D61AE,7.416,6.601,0.04847,0.04891,0.002946,0.003262,0.005341,0.002789,1674.0,248.6,0.2029,0.1017,0.5524,0.06079,20.77,15.54,b'Con el chacacha del tren (Canc\xc3\xadon por Rumba)',Latin
674,TRBETRA128F9327DC6,8.367,3.264,0.05042,0.02671,0.0005021,0.0007851,0.002798,0.001278,1932.0,297.3,0.1075,0.04691,0.5573,0.04831,19.75,8.189,b'Cumberland Gap',Country
675,TRBEUQH128F93152E8,11.22,15.29,0.07742,0.1112,0.007239,0.01157,0.006034,0.00621,1538.0,235.5,0.209,0.1863,0.5846,0.04124,30.26,34.72,b'Meteorito',Pop_Rock
676,TRBEUMG128F422305C,6.8,5.18,0.04274,0.04398,0.00264,0.002838,0.005105,0.002542,1628.0,243.5,0.1922,0.09169,0.5204,0.04898,20.81,14.18,b'Class Act',Pop_Rock
677,TRBELAZ128F422B87F,9.676,11.51,0.06204,0.07953,0.001743,0.003975,0.003625,0.002724,1733.0,265.7,0.1349,0.09378,0.5639,0.07319,25.96,25.18,b'Girls',Pop_Rock
678,TRBELYI128F147E20B,6.442,5.751,0.03893,0.04728,0.001598,0.00243,0.003748,0.001811,1645.0,221.2,0.1401,0.06129,0.5768,0.07293,21.52,15.72,b'Java Sparrow',RnB
679,TRBELDP128F427EDD0,20.04,9.498,0.151,0.08738,0.00668,0.01091,0.006416,0.002735,1609.0,200.5,0.263,0.08601,0.5837,0.05687,58.76,20.83,"b""Thanks God I'm A Country Boy""",Rap
680,TRBEEMB128F9320082,12.22,6.137,0.08942,0.05223,0.003482,0.002398,0.006238,0.001889,1683.0,212.5,0.2477,0.0677,0.5003,0.05121,35.37,15.09,b'Wendy',Pop_Rock
681,TRBEEWC128F9344A22,9.808,11.87,0.06458,0.07835,0.002569,0.004082,0.004817,0.00241,1687.0,246.3,0.1863,0.08642,0.5609,0.06744,26.6,25.26,b'Qing Yi Shi',Pop_Rock
682,TRBEJVP128F429D21B,14.73,9.706,0.1162,0.08257,0.002734,0.002685,0.004923,0.001994,1622.0,199.6,0.1896,0.06,0.6032,0.05031,42.93,22.07,b'Sanity Fades',Pop_Rock
683,TRBESDU128F4277813,5.441,2.052,0.02648,0.01128,0.000286,0.0005101,0.002375,0.001653,1692.0,221.6,0.08933,0.06021,0.5486,0.06865,11.44,4.669,b'Sea_ Subsurface',Jazz
684,TRBESVW128F92F6960,12.11,5.052,0.08903,0.04474,0.006493,0.005787,0.007004,0.002287,1590.0,186.0,0.2777,0.0782,0.5682,0.05185,36.48,12.37,"b""It's Alright Bruv""",Pop_Rock
685,TRBEVND128F93429DD,7.181,6.786,0.04836,0.05083,0.001414,0.002218,0.003157,0.001701,1612.0,236.8,0.1147,0.05322,0.5642,0.04488,20.85,16.51,b'The Kangaroo Theory',Pop_Rock
686,TRBEVTM128F92FE2B2,8.181,6.171,0.05524,0.04986,0.001707,0.001962,0.003801,0.001507,1570.0,199.4,0.1426,0.04772,0.5612,0.05036,26.51,15.78,b'More',Electronic
687,TRBEDIR128F4250FBD,4.54,3.202,0.02736,0.02162,0.002055,0.002956,0.004484,0.002222,1930.0,341.0,0.1659,0.07521,0.549,0.04133,12.88,8.603,b'But Not For Me',Jazz
688,TRBEDRW128F425F424,14.62,6.891,0.1113,0.05941,0.0006545,0.0008468,0.002199,0.001019,1587.0,159.5,0.08766,0.03662,0.5726,0.09991,43.13,16.79,b'All Burned Out',Pop_Rock
689,TRBEDBC128F145B134,12.37,5.561,0.09604,0.04572,0.0009801,0.0008615,0.002877,0.0009946,1669.0,203.7,0.1126,0.0342,0.5442,0.05826,36.31,12.68,b'What To Do',Pop_Rock
690,TRBEOCF128F426BFDC,10.35,7.303,0.07223,0.0664,0.0001758,0.000355,0.001237,0.0007074,1743.0,232.8,0.04874,0.02672,0.5468,0.0607,29.4,18.73,b'Splendido Sundance',Jazz
691,TRBEOSC128F426AB23,12.34,7.008,0.09213,0.05973,0.009395,0.008044,0.008162,0.002922,1485.0,229.7,0.323,0.1018,0.546,0.04198,37.62,16.24,b'War?',Pop_Rock
692,TRBEOUP12903CF652E,8.859,3.82,0.05858,0.03385,0.002891,0.003307,0.005473,0.001604,1664.0,196.0,0.2098,0.0513,0.5479,0.03869,26.79,10.33,b'So Many Roads',Pop_Rock
693,TRBEOYQ128F42955C3,9.419,6.087,0.06895,0.05355,0.004277,0.005574,0.005978,0.002677,1738.0,255.8,0.2257,0.08899,0.5473,0.0587,29.34,14.99,"b""Don't Look Back (Radio Edit)""",Pop_Rock
694,TRBEODT128F424AE26,4.492,1.669,0.02351,0.01423,0.0007615,0.001358,0.002981,0.00187,1611.0,187.6,0.1136,0.06755,0.539,0.05949,9.72,4.456,b'Too Tight Blues No. 2',Blues
695,TRBEOMZ12903CBCD33,7.918,7.279,0.05048,0.05935,0.003735,0.008615,0.005773,0.003581,1600.0,268.2,0.212,0.1123,0.6481,0.1057,24.54,18.41,b'You Saved My Life',Pop_Rock
696,TRBEOOD128E0795C84,12.02,8.23,0.0885,0.06424,0.003606,0.004895,0.004524,0.002339,1603.0,218.8,0.1782,0.07899,0.5636,0.0374,35.98,18.56,b'El Oro De La Gallina De Los Huevos',Latin
697,TRBEORW128F42A3A56,5.935,2.416,0.03587,0.01799,0.0004584,0.0009335,0.002132,0.0009403,1761.0,203.6,0.0804,0.03053,0.5955,0.05562,16.7,6.58,b'If You Leave Me Now',Latin
698,TRBEXRY128F14661D0,12.47,9.482,0.06515,0.05399,0.0003869,0.001822,0.00125,0.00186,1585.0,310.7,0.04399,0.05935,0.6007,0.1245,26.79,19.7,b'Intro. (The Plan Album Version)',Pop_Rock
699,TRBEXUF128F92DF175,17.3,22.32,0.1227,0.1806,0.006111,0.0104,0.006982,0.005923,1611.0,190.8,0.2385,0.1747,0.5655,0.04517,49.54,47.44,b'Love Like This',Pop_Rock
700,TRBEXJN128F42B18D6,4.859,4.67,0.03002,0.03989,0.002782,0.004236,0.00511,0.002181,1671.0,197.4,0.1903,0.06922,0.5434,0.06671,15.29,12.87,b'After I Made Love To You',Pop_Rock
701,TRBEXHU128F93390C5,6.624,1.624,0.03889,0.01175,0.0004777,0.0006912,0.002682,0.001545,1629.0,250.1,0.1023,0.05756,0.5878,0.07029,15.08,4.317,b'Monologue With the Sky',Pop_Rock
702,TRBEKLP128F92FB2BD,5.769,3.876,0.03721,0.03346,0.001143,0.001625,0.003845,0.001486,1856.0,290.7,0.1446,0.04841,0.522,0.05522,16.84,10.34,b'Earth Child (World)',International
703,TRBEKDE128F92E7486,11.2,7.838,0.08785,0.07122,0.00552,0.004361,0.006256,0.001985,1544.0,191.8,0.2444,0.06146,0.544,0.03855,35.76,19.24,b'Master_ Faster_ Sweet Desaster',Pop_Rock
704,TRBEYDS128F148C563,6.592,7.084,0.04698,0.0625,0.0036,0.005133,0.00483,0.002712,1623.0,211.9,0.1734,0.08352,0.5876,0.03792,22.64,18.87,b'Erick Sermon',Rap
705,TRBEYPA128F933197C,6.926,5.112,0.04197,0.03934,0.0002712,0.0005001,0.001375,0.000931,1697.0,239.5,0.0521,0.03361,0.5661,0.0773,20.95,13.48,b'Honey Fingers',Jazz
706,TRBEYEO128F9308A8D,8.24,6.838,0.05485,0.06734,0.0001968,0.0001843,0.001494,0.0005803,1642.0,190.7,0.05693,0.02061,0.5328,0.05469,28.56,18.79,b'Canta Una Canci\xc3\xb3n De Amor',Pop_Rock
707,TRBEYTH128F9309622,8.095,10.99,0.05584,0.1109,0.001738,0.002835,0.003808,0.001996,1628.0,177.6,0.1439,0.06904,0.5895,0.06349,28.17,29.75,b'Love You Again',Pop_Rock
708,TRBEYJR128F4292651,17.34,23.41,0.1173,0.1708,0.003022,0.007446,0.004272,0.003945,1600.0,189.5,0.1598,0.1329,0.6909,0.09011,49.85,50.27,b'Tell Me',RnB
709,TRBEYAK128F9334433,9.466,8.341,0.06323,0.06504,0.005264,0.006251,0.006374,0.003662,1632.0,218.1,0.2332,0.1162,0.5705,0.04141,27.45,19.8,b'Lion Paw',Reggae
710,TRBDMVQ128F9327FBD,8.648,5.204,0.05255,0.04055,0.002372,0.003118,0.004563,0.002389,1603.0,187.5,0.174,0.08673,0.5345,0.04843,26.0,14.4,b'Going Back To New Orleans',Jazz
711,TRBDMDS128F930B8F1,10.9,10.55,0.07421,0.07238,0.006425,0.00916,0.006954,0.003362,1563.0,239.7,0.2685,0.1183,0.5345,0.06432,34.25,23.68,b'Streamline',Pop_Rock
712,TRBDWRY128F427991E,1.588,2.139,0.009352,0.01604,0.0005008,0.001091,0.001899,0.0009606,1583.0,163.2,0.06559,0.02734,0.5681,0.08888,5.29,7.314,b'Tin Pan Alley (aka Roughest Place In Town)',Pop_Rock
713,TRBDWDQ128F1455787,7.792,5.545,0.05631,0.05123,0.004112,0.005205,0.006259,0.002102,1709.0,225.8,0.2391,0.06764,0.5513,0.0567,24.89,14.45,b'Here Without You',Pop_Rock
714,TRBDGQU128F146607A,4.972,3.69,0.03357,0.03646,0.004288,0.005313,0.006017,0.002278,1663.0,250.8,0.2214,0.07008,0.5408,0.04585,16.1,12.09,b'Born To Run',Pop_Rock
715,TRBDGOX128F428E2B9,13.96,6.595,0.09457,0.04974,0.001638,0.003775,0.002992,0.002694,1600.0,233.3,0.1153,0.088,0.5037,0.0536,36.54,14.94,"b""36 Grad (Paul van Dyk's Vandit Clubmix)""",Pop_Rock
716,TRBDGRO12903CADCF8,4.79,1.761,0.02511,0.01525,0.0003746,0.0007105,0.002065,0.001087,1740.0,280.3,0.07908,0.03912,0.5653,0.0596,12.13,6.333,b'Soleariyas',International
717,TRBDGMJ12903CCF69D,10.12,7.478,0.06767,0.06365,0.001013,0.001554,0.002836,0.001472,1654.0,181.0,0.1102,0.05348,0.5541,0.06082,29.72,18.92,b'Finally (Album Version)',Country
718,TRBDGRE128F92EF768,9.085,10.7,0.05699,0.0752,0.001869,0.002726,0.004231,0.002686,1617.0,257.0,0.1512,0.07959,0.5071,0.06564,26.74,23.67,b'This is My Year',Rap
719,TRBDGEW128F93333E0,12.69,2.802,0.0648,0.01463,0.001424,0.001546,0.004949,0.001677,1601.0,230.0,0.1889,0.06005,0.5458,0.06282,27.11,5.855,b'Lonesome Road',Blues
720,TRBDGRU128F934D684,5.458,3.061,0.0337,0.02654,0.001397,0.001328,0.003541,0.001314,1660.0,229.2,0.1334,0.0444,0.5378,0.05347,17.65,9.184,"b""Il a suffit d'une chanson d'amour""",Pop_Rock
721,TRBDHZH128F932F55D,12.7,18.42,0.08755,0.1335,0.0006636,0.001989,0.001382,0.001613,1541.0,195.4,0.05064,0.05615,0.645,0.0241,37.98,39.71,b'Sample Track 11',Rap
722,TRBDHCG128F4267BB6,11.71,6.277,0.08907,0.05611,0.006848,0.005843,0.007723,0.002072,1587.0,188.7,0.3054,0.06672,0.5601,0.03499,34.99,14.98,b'Mi Ni Yu Wo',Pop_Rock
723,TRBDHSQ12903CDB3E8,4.875,4.051,0.02811,0.03352,0.001775,0.002693,0.004492,0.00242,1624.0,266.2,0.1708,0.08604,0.5349,0.04743,13.78,11.71,"b""Rollin' and Tumblin'""",Blues
724,TRBDHUR128F423EC48,9.066,6.631,0.06841,0.06343,0.002964,0.004313,0.004887,0.002003,1617.0,200.1,0.1909,0.06533,0.6296,0.04649,29.82,16.34,b'Sweet Lover Hangover',Pop_Rock
725,TRBDCPM128F9331795,8.291,6.765,0.05817,0.06667,0.003833,0.005041,0.005594,0.002181,1567.0,195.4,0.2151,0.07004,0.5504,0.051,28.25,18.55,b'Chasing Monsters',Pop_Rock
726,TRBDCRQ128F422C232,9.908,15.54,0.06989,0.1231,0.00253,0.004747,0.004282,0.003138,1601.0,213.3,0.1561,0.09742,0.5697,0.04903,29.47,35.23,b'SPONT.AN',Rap
727,TRBDCAB128F92F7EE4,14.65,9.29,0.1113,0.08187,0.0008706,0.0009619,0.002555,0.000962,1577.0,155.5,0.1021,0.03362,0.5685,0.04515,46.29,22.47,b'Never Tell',Pop_Rock
728,TRBDREO128F427F114,6.727,3.496,0.04518,0.03557,0.001247,0.001373,0.003243,0.001326,1650.0,210.8,0.1236,0.04406,0.5795,0.05521,22.16,9.744,b'Over And Over',Pop_Rock
729,TRBDRSG128F92D2583,8.363,5.167,0.05692,0.04269,0.009256,0.01079,0.007469,0.003912,1541.0,194.9,0.2746,0.108,0.5704,0.05699,27.82,13.32,b'From Ivory Towers Above The Control Grid',Pop_Rock
730,TRBDRCA128F9321DD9,4.472,2.729,0.03066,0.02607,0.001888,0.003576,0.00397,0.001742,1596.0,190.0,0.1492,0.05868,0.6081,0.05776,14.53,8.434,b'Simon',Pop_Rock
731,TRBDRHL128F1474BBC,9.282,9.463,0.05964,0.06884,0.003894,0.005327,0.005174,0.002545,1698.0,254.9,0.1949,0.08446,0.5517,0.0567,27.9,20.44,b'Army Of One',Pop_Rock
732,TRBDRTN12903D021D9,10.71,4.594,0.06925,0.03869,0.002165,0.002288,0.004677,0.001832,1612.0,168.1,0.1802,0.06475,0.5249,0.06608,28.98,12.1,b'Lullaby For The Summer',Pop_Rock
733,TRBDBIU128E0791595,7.426,8.174,0.0451,0.06169,0.0007461,0.001356,0.002062,0.001955,1642.0,261.3,0.07896,0.07469,0.5775,0.07254,20.65,19.62,b'Skit #2 (Kanye West/Late Registration)',Rap
734,TRBDBKZ128F425D023,3.068,2.573,0.01894,0.01376,0.0004404,0.0004848,0.002165,0.001036,1622.0,160.4,0.07924,0.03475,0.5357,0.03889,7.512,6.423,b'The Wreckage Intro (Album Version)',Pop_Rock
735,TRBDBOI128E07817D7,7.735,4.946,0.05549,0.03539,0.001759,0.001417,0.003978,0.001281,1706.0,224.9,0.1495,0.04135,0.4874,0.0502,22.16,11.34,b'Queen Of The Hours (2001 Digital Remaster)',Pop_Rock
736,TRBDBJY128F93257C3,4.568,2.094,0.02355,0.01249,0.004185,0.007705,0.004892,0.003274,1656.0,214.8,0.1864,0.1163,0.5413,0.05347,10.02,5.049,b'Walking The Cow (Hi How Are You)',Pop_Rock
737,TRBDBVM128F427BCC9,17.89,8.354,0.1369,0.06364,0.003532,0.004155,0.00463,0.001881,1573.0,186.0,0.1874,0.06549,0.6317,0.04602,49.8,18.48,b'Phantoms In The Mirror',Pop_Rock
738,TRBDBWW128F426D386,16.14,8.876,0.1194,0.07609,0.003913,0.004245,0.005049,0.002155,1579.0,167.9,0.2053,0.07684,0.5446,0.04153,47.9,21.27,b'Flat Earth Society (Album Version)',Pop_Rock
739,TRBDBXO128F42B3E45,8.499,8.398,0.05747,0.07771,0.003792,0.005165,0.005379,0.003053,1592.0,191.8,0.2051,0.1101,0.5529,0.07254,26.63,22.75,b'Etre Une Femme',Pop_Rock
740,TRBDBDS128F4263E48,4.44,3.235,0.02831,0.02898,0.0009954,0.001659,0.003425,0.001426,1686.0,225.5,0.126,0.05019,0.5751,0.06693,14.54,10.28,b'Please No More',Blues
741,TRBDBDU128F424A04C,12.0,7.192,0.08398,0.06188,0.002297,0.003919,0.004094,0.002065,1943.0,285.4,0.1593,0.07218,0.5565,0.0563,34.77,15.98,b'Armando',Latin
742,TRBDFUU128F92EF5BC,10.16,6.534,0.0712,0.05006,0.00908,0.006878,0.008298,0.002815,1554.0,189.8,0.3217,0.0985,0.4941,0.08188,29.42,14.34,b'Execution',Pop_Rock
743,TRBDFWV128F93027EE,9.408,5.696,0.05831,0.03817,6.824e-05,0.0001138,0.001376,0.001207,1513.0,387.5,0.05294,0.0462,0.4858,0.111,21.65,13.52,b'Red is the Rose',International
744,TRBDQIR12903CF0C9C,6.922,2.959,0.04102,0.02322,0.0004373,0.0005826,0.002581,0.00162,1673.0,246.2,0.09827,0.06055,0.5216,0.06779,16.25,7.535,"b""Half Ain't Been Told""",Blues
745,TRBDQYQ128F93214CB,9.62,8.105,0.06471,0.06519,0.003391,0.004483,0.005032,0.002614,1614.0,237.4,0.1921,0.08814,0.5643,0.07129,29.32,19.0,b'Einmal reich',Electronic
746,TRBDQVN128F425CF6D,6.183,3.947,0.043,0.03436,0.0034,0.003635,0.005125,0.002332,1650.0,209.6,0.1929,0.07993,0.5397,0.04327,19.86,10.86,b'Machuca',Latin
747,TRBDZBH12903CE85E4,5.872,6.869,0.03754,0.05861,0.00545,0.00619,0.006524,0.003385,1585.0,195.4,0.247,0.117,0.5302,0.06038,20.9,18.21,b'Winter In Finland',Rap
748,TRBDITK128F931B9A7,14.27,5.532,0.1141,0.04373,0.003134,0.004194,0.00483,0.001621,1619.0,174.6,0.1917,0.05594,0.5848,0.04922,42.05,12.22,b'Streets On Fire',Pop_Rock
749,TRBDIEV128F426639A,10.19,10.46,0.06685,0.0849,0.0005647,0.001546,0.002467,0.001054,1629.0,201.8,0.09582,0.03778,0.517,0.06113,29.82,25.37,b'Ja Soc Aqui',Latin
750,TRBDIZG12903CD68A3,11.56,6.024,0.0797,0.05522,0.008688,0.01162,0.007203,0.003361,1525.0,217.8,0.2784,0.1086,0.6291,0.04681,38.32,16.39,b'After One Quarter Of A Revolution',Pop_Rock
751,TRBDIPI128F4279185,11.26,11.19,0.07564,0.07658,0.0001982,0.0001848,0.001574,0.0006409,1772.0,266.1,0.062,0.02492,0.5062,0.0634,29.66,24.25,b'Aunque Ma\xc3\xb1ana No Estes',Pop_Rock
752,TRBDIOP128EF35F99C,10.0,10.91,0.06403,0.07938,0.005211,0.009281,0.00635,0.004102,1732.0,270.3,0.2317,0.1244,0.5524,0.06865,27.49,24.87,b'Sweetest Goodbye',Pop_Rock
753,TRBDAXF128F92F6565,7.769,7.484,0.05374,0.07081,0.003082,0.006116,0.004665,0.003388,1633.0,255.0,0.1733,0.1139,0.627,0.07959,24.44,20.48,b'Die Slow',Rap
754,TRBDAVU128F423814A,4.986,4.968,0.03061,0.04286,0.00361,0.0054,0.006843,0.002827,1729.0,250.6,0.259,0.0949,0.5112,0.07196,15.19,13.48,"b""Till We Ain't Strangers Anymore""",Pop_Rock
755,TRBDNDQ128F42515E6,16.49,9.702,0.1102,0.059,0.0005806,0.001748,0.002106,0.001574,1654.0,203.7,0.08267,0.05837,0.5811,0.08128,42.31,20.19,b'Rock Me Baby',Blues
756,TRBDNGV128EF3431B5,3.096,3.212,0.01827,0.02853,0.001723,0.003702,0.003481,0.00221,1646.0,194.0,0.1272,0.07488,0.5639,0.07372,9.726,10.36,b'Watching You',Pop_Rock
757,TRBDNDG128E0782EDC,16.58,10.36,0.1117,0.06795,0.0006161,0.0008683,0.00193,0.001067,1700.0,249.2,0.07719,0.0422,0.5691,0.05494,41.93,21.77,b'She Blinded Me With Science',Pop_Rock
758,TRBDNGV128F42895AE,6.759,3.708,0.04286,0.0345,0.001001,0.000941,0.003759,0.001643,1631.0,197.2,0.1442,0.05993,0.5214,0.07184,18.42,10.76,"b""What's He Doin' In My World""",Country
759,TRBDNNY128F147C34C,7.015,4.02,0.04632,0.03375,0.004747,0.00621,0.006485,0.002955,1554.0,202.5,0.2462,0.1028,0.5901,0.05675,24.32,12.87,b'Chain (Album Version)',Pop_Rock
760,TRBDPHY128F4218493,9.851,4.448,0.0703,0.03594,0.003125,0.002917,0.007145,0.001802,1859.0,262.2,0.2719,0.05953,0.5023,0.04793,27.82,10.75,b'Resurrection',Blues
761,TRBDPAB12903C956A5,7.814,6.389,0.04982,0.05469,0.004499,0.005488,0.006212,0.003133,1636.0,227.2,0.2321,0.1052,0.504,0.04089,25.01,15.91,b'Watch This Sounds',Reggae
762,TRBDTWR128F149E9B7,9.708,3.386,0.06175,0.0254,0.0003394,0.0004071,0.002366,0.001081,1995.0,300.8,0.09187,0.04045,0.5214,0.06827,23.26,7.743,b'Les Forains',Jazz
